id,text
1692,"It 's all about Anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect ."
1693,Lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience .
1694,But it also has many of the things that made the first one charming .
1695,"It 's funny , touching , dramatically forceful , and beautifully shot ."
1696,Its rawness and vitality give it considerable punch .
1697,A live-wire film that never loses its ability to shock and amaze .
1698,"The year 's greatest adventure , and Jackson 's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate ."
1699,It 's fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark .
1700,"Brims with passion : for words , for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life ."
1701,It 's secondary to American Psycho but still has claws enough to get inside you and stay there for a couple of hours .
1702,"The Hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame ."
1703,Fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing .
1704,"This is unusual , food-for-thought cinema that 's as entertaining as it is instructive ."
1705,"With an expressive face reminiscent of Gong Li and a vivid personality like Zhang Ziyi 's , Dong stakes out the emotional heart of Happy ."
1706,"Nohe 's documentary about the event is sympathetic without being gullible : He is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction ."
1707,"Secret Ballot is a funny , puzzling movie ambiguous enough to be engaging and oddly moving ."
1708,"Although devoid of objectivity and full of nostalgic comments from the now middle-aged participants , Dogtown and Z-Boys has a compelling story to tell ."
1709,Birthday Girl walks a tricky tightrope between being wickedly funny and just plain wicked .
1710,"The enjoyable Undercover Brother , a zany mix of Saturday Night Live-style parody , '70s Blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that everyone can enjoy ."
1711,Brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life 's harshness .
1712,Jackson is always watchable .
1713,"works , it 's thanks to Huston 's revelatory performance ."
1714,A wild ride of a movie that keeps throwing fastballs .
1715,Confessions is without a doubt a memorable directorial debut from King Hunk .
1716,The film is a very good viewing alternative for young women .
1717,Australian filmmaker David Flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .
1718,A dazzling dream of a documentary .
1719,A keep - 'em - guessing plot and an affectionate take on its screwed-up characters .
1720,Brave and sweetly rendered love story .
1721,The film proves unrelentingly grim -- and equally engrossing .
1722,A hallmark film in an increasingly important film industry and worth the look .
1723,"The Last Kiss will probably never achieve the popularity of My Big Fat Greek Wedding , but its provocative central wedding sequence has far more impact ."
1724,"If you like blood , guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster ."
1725,The difference between Cho and most comics is that her confidence in her material is merited .
1726,Sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people .
1727,There is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .
1728,"` Anyone with a passion for cinema , and indeed sex , should see it as soon as possible . '"
1729,"Seeks to transcend its genre with a curiously stylized , quasi-Shakespearean portrait of pure misogynist evil ."
1730,Mordantly funny and intimately knowing ...
1731,What makes the movie special is its utter sincerity .
1732,"Fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd ."
1733,"One of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace ."
1734,"The AAA of action , XXX is a blast of adrenalin , rated EEE for excitement ."
1735,And Vin Diesel is the man .
1736,"Earnest , unsubtle and Hollywood-predictable , Green Dragon is still a deeply moving effort to put a human face on the travail of thousands of Vietnamese ."
1737,"An ambitious movie that , like Shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off ."
1738,The film 's unhurried pace is actually one of its strengths .
1739,"Entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn ."
1740,"Despite its floating narrative , this is a remarkably accessible and haunting film ."
1741,"Vibrantly colored and beautifully designed , Metropolis is a feast for the eyes ."
1742,"Sweetly sexy , funny and touching ."
1743,"... while Dark Water is n't a complete wash ( no pun intended ) , watched side-by-side with Ringu , it ultimately comes off as a pale successor ."
1744,"For decades we 've marveled at Disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world ."
1745,Prepare to marvel again .
1746,"A witty , low-key romantic comedy ."
1747,More good than great but Freeman and Judd make it work .
1748,"If you 're looking for a smart , nuanced look at de Sade and what might have happened at Picpus , Sade is your film ."
1749,"Could have been crisper and punchier , but it 's likely to please audiences who like movies that demand four hankies ."
1750,Together writer-director Danny Verete 's three tales comprise a powerful and reasonably fulfilling gestalt .
1751,"Bursting through the constraints of its source , this is one adapted - from-television movie that actually looks as if it belongs on the big screen ."
1752,Its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story .
1753,"In other words , it 's just another sports drama\/character study ."
1754,Yet this one makes up for in heart what it lacks in outright newness .
1755,"Plus , like I already mentioned ... it 's Robert Duvall !"
1756,This story of a determined woman 's courage to find her husband in a war zone offers winning performances and some effecting moments .
1757,"Like Shrek , Spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world ."
1758,A modestly made but profoundly moving documentary .
1759,"It irritates and saddens me that Martin Lawrence 's latest vehicle can explode obnoxiously into 2,500 screens while something of Bubba Ho-Tep 's clearly evident quality may end up languishing on a shelf somewhere ."
1760,"Not everything in this ambitious comic escapade works , but Coppola , along with his sister , Sofia , is a real filmmaker ."
1761,"The performers are so spot on , it is hard to conceive anyone else in their roles ."
1762,This slight premise ... works because of the ideal casting of the masterful British actor Ian Holm as the aged Napoleon .
1763,"Hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the U.S. -- a major director is emerging in world cinema ."
1764,"Although the film boils down to a lightweight story about matchmaking , the characters make Italian for Beginners worth the journey"
1765,The dragons are the real stars of Reign of Fire and you wo n't be disappointed .
1766,Kudos to the most enchanting film of the year .
1767,"It works well enough , since the thrills pop up frequently , and the dispatching of the cast is as often imaginative as it is gory ."
1768,"It 's a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today ."
1769,"Director Paul Cox 's unorthodox , abstract approach to visualizing Nijinsky 's diaries is both stimulating and demanding ."
1770,Most of the things that made the original Men in Black such a pleasure are still there .
1771,"Mostly honest , this somber picture reveals itself slowly , intelligently , artfully ."
1772,Best enjoyed as a work of fiction inspired by real-life events .
1773,Those seeking a definitive account of Eisenstein 's life would do better elsewhere .
1774,( Westbrook ) makes a wonderful subject for the camera .
1775,A film that 's flawed and brilliant in equal measure .
1776,"Even if Invincible is not quite the career peak that The Pianist is for Roman Polanski , it demonstrates that Werner Herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken ."
1777,"Ultimately too repellent to fully endear itself to American art house audiences , but it is notable for its stylistic austerity and forcefulness ."
1778,Hardly a film that comes along every day .
1779,A wild ride with eight boarders from Venice Beach that was a deserved co-winner of the Audience Award for documentaries at the Sundance Film Festival .
1780,"A sweet , tender sermon about a 12-year-old Welsh boy more curious about God than girls , who learns that believing in something does matter ."
1781,"the film belongs to the marvelous Verdu , a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public"
1782,"More intimate than spectacular , E.T. is carried less by wow factors than by its funny , moving yarn that holds up well after two decades ."
1783,"For once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own ."
1784,"If you 're burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol , it might just be the movie you 're looking for ."
1785,Moonlight Mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .
1786,"Not as well-written as Sexy Beast , not as gloriously flippant as Lock , Stock and Two Smoking Barrels , but stylish and moody and exceptionally well-acted ."
1787,"Quite simply , a joy to watch and -- especially -- to listen to ."
1788,"The filmmakers wisely decided to let Crocodile Hunter Steve Irwin do what he does best , and fashion a story around him ."
1789,A winning and wildly fascinating work .
1790,We do get the distinct impression that this franchise is drawing to a close .
1791,Worth catching for Griffiths ' warm and winning central performance .
1792,"An interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama ."
1793,"A meatier deeper beginning and\/or ending would have easily tipped this film into the `` A '' range , as is , it 's a very very strong `` B + . ''"
1794,I love the robust middle of this picture .
1795,"The power of Shanghai Ghetto , a documentary by Dana Janklowicz-Mann and Amir Mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s ."
1796,Maintains your interest until the end and even leaves you with a few lingering animated thoughts .
1797,"There is a beautiful , aching sadness to it all ."
1798,Paul Cox needed to show it .
1799,"If Divine Secrets of the Ya-Ya Sisterhood suffers from a ploddingly melodramatic structure , it comes to life in the performances ."
1800,"There are n't too many films that can be as simultaneously funny , offbeat and heartwarming ( without a thick shmear of the goo , at least ) , but `` Elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases ."
1801,"Reign of Fire is hardly the most original fantasy film ever made -- beyond Road Warrior , it owes enormous debts to Aliens and every previous dragon drama -- but that barely makes it any less entertaining ."
1802,"An earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool ."
1803,The Bard as black comedy -- Willie would have loved it .
1804,Another trumpet blast that there may be a New Mexican Cinema a-bornin ' . '
1805,"... the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '"
1806,"Tadpole may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother ."
1807,"This is a story that zings all the way through with originality , humour and pathos ."
1808,"As underwater ghost stories go , Below casts its spooky net out into the Atlantic Ocean and spits it back , grizzled and charred , somewhere northwest of the Bermuda Triangle ."
1809,"Trapped wo n't score points for political correctness , but it may cause parents a few sleepless hours -- a sign of its effectiveness ."
1810,"A rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics ."
1811,It 's incredible the number of stories the Holocaust has generated .
1812,"Just when you think that every possible angle has been exhausted by documentarians , another new film emerges with yet another remarkable yet shockingly little-known perspective ."
1813,"As they used to say in the 1950s sci-fi movies , Signs is a tribute to Shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project ."
1814,"There 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a Hollywood career , if they want one ."
1815,"Like a skillful fisher , the director uses the last act to reel in the audience since its poignancy hooks us completely ."
1816,A film with contemporary political resonance illustrated by a winning family story .
1817,"Kids five and up will be delighted with the fast , funny , and even touching story ."
1818,"Parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults ."
1819,"An unsettling , memorable cinematic experience that does its predecessors proud ."
1820,Much of All About Lily Chou-Chou is mesmerizing : some of its plaintiveness could make you weep .
1821,Ferrara 's strongest and most touching movie of recent years .
1822,"Spielberg 's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later ."
1823,The screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` Dungeons and Dragons '' fantasy with modern military weaponry ...
1824,"What I saw , I enjoyed ."
1825,The level of acting elevates the material above pat inspirational status and gives it a sturdiness and solidity that we 've long associated with Washington the actor .
1826,"A deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph ."
1827,"Daringly perceptive , taut , piercing and feisty , Biggie and Tupac is undeniably subversive and involving in its bold presentation ."
1828,Delivers more than its fair share of saucy hilarity .
1829,A fairly enjoyable mixture of Longest Yard ... and the 1999 Guy Ritchie caper Lock Stock and Two Smoking Barrels .
1830,"Happily , some things are immune to the folly of changing taste and attitude ."
1831,"For proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that Spielberg calls , retrospectively , his most personal work yet ."
1832,"Hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels ."
1833,"It 's not like having a real film of Nijinsky , but at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered ."
1834,It 's probably worth catching solely on its visual merits .
1835,If only it had the story to match .
1836,It 's quite diverting nonsense .
1837,"An old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts ."
1838,"For all the wit and hoopla , Festival In Cannes offers rare insight into the structure of relationships ."
1839,"What makes How I Killed My Father compelling , besides its terrific performances , is Fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching ."
1840,See it for his performance if nothing else .
1841,... the kind of entertainment that parents love to have their kids see .
1842,"It 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism ."
1843,Its engaging simplicity is driven by appealing leads .
1844,"Swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds ."
1845,"It 's weird , wonderful , and not necessarily for kids ."
1846,An elegant film with often surprising twists and an intermingling of naiveté and sophistication .
1847,"Blessed with two fine , nuanced lead performances ."
1848,"As a girl-meets-girl romantic comedy , Kissing Jessica Steinis quirky , charming and often hilarious ."
1849,Yet it 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe .
1850,"You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California ."
1851,Turturro is fabulously funny and over the top as a ` very sneaky ' butler who excels in the art of impossible disappearing\/reappearing acts
1852,"From a deceptively simple premise , this deeply moving French drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times ."
1853,Simply and eloquently articulates the tangled feelings of particular New Yorkers deeply touched by an unprecedented tragedy .
1854,Provides a very moving and revelatory footnote to the Holocaust .
1855,"Terrific performances , great to look at , and funny ."
1856,"A little uneven to be the cat 's meow , but it 's good enough to be the purr ."
1857,"It 's a compelling and horrifying story , and The Laramie Project is worthwhile for reminding us that this sort of thing does , in fact , still happen in America ."
1858,I like it .
1859,"There is a freedom to watching stunts that are this crude , this fast-paced and this insane ."
1860,"That rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film ."
1861,"That rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults ."
1862,"It 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen ."
1863,"A sharp and quick documentary that is funny and pithy , while illuminating an era of theatrical comedy that , while past , really is n't ."
1864,"The film does a solid job of slowly , steadily building up to the climactic burst of violence ."
1865,Fred Schepisi 's tale of four Englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point .
1866,"Overall , Cletis Tout is a winning comedy that excites the imagination and tickles the funny bone ."
1867,Easily one of the best and most exciting movies of the year .
1868,The script manages the rare trick of seeming at once both refreshingly different and reassuringly familiar .
1869,"An engaging , formulaic sports drama that carries a charge of genuine excitement ."
1870,"Insomnia is one of the year 's best films and Pacino gives one of his most daring , and complicated , performances ."
1871,"Like Vardalos and Corbett , who play their roles with vibrant charm , the film , directed by Joel Zwick , is heartfelt and hilarious in ways you ca n't fake ."
1872,"I do n't know if Frailty will turn Bill Paxton into an A-list director , but he can rest contentedly with the knowledge that he 's made at least one damn fine horror movie ."
1873,Despite its flaws ... Belinsky is still able to create an engaging story that keeps you guessing at almost every turn .
1874,"The evocative imagery and gentle , lapping rhythms of this film are infectious -- it gets under our skin and draws us in long before the plot kicks into gear ."
1875,"Like the best of Godard 's movies ... it is visually ravishing , penetrating , impenetrable ."
1876,Horns and Halos benefits from serendipity but also reminds us of our own responsibility to question what is told as the truth .
1877,( Has ) an immediacy and an intimacy that sucks you in and dares you not to believe it 's all true .
1878,It treats Ana 's journey with honesty that is tragically rare in the depiction of young women in film .
1879,"Captivates as it shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper ."
1880,"A refreshingly realistic , affectation-free coming-of-age tale ."
1881,"How good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not ."
1882,Great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .
1883,Features one of the most affecting depictions of a love affair ever committed to film .
1884,"To honestly address the flaws inherent in how medical aid is made available to American workers , a more balanced or fair portrayal of both sides will be needed ."
1885,One of the best movies of the year .
1886,"The usual movie rah-rah , pleasantly and predictably delivered in low-key style by director Michael Apted and writer Tom Stoppard ."
1887,"A superlative B movie -- funny , sexy , and rousing ."
1888,"Those prone to indignation need not apply ; those susceptible to blue hilarity , step right up ."
1889,"Like Mike is n't going to make box office money that makes Michael Jordan jealous , but it has some cute moments , funny scenes , and hits the target audience ( young Bow Wow fans ) - with nothing but net ."
1890,"( Dong ) makes a valiant effort to understand everyone 's point of view , and he does such a good job of it that Family Fundamentals gets you riled up ."
1891,"The trick when watching Godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them ."
1892,"At its best , which occurs often , Michael Moore 's Bowling for Columbine rekindles the muckraking , soul-searching spirit of the ` Are we a sick society ? '"
1893,A modestly surprising movie .
1894,"A headline-fresh thriller set among orthodox Jews on the West Bank , Joseph Cedar 's Time Of Favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity ."
1895,"There 's a spontaneity to The Chateau , a sense of light-heartedness , that makes it attractive throughout ."
1896,"The first Tunisian film I have ever seen , and it 's also probably the most good-hearted yet sensual entertainment I 'm likely to see all year ."
1897,"Like any good romance , Son of the Bride , proves it 's never too late to learn ."
1898,"( Kline 's ) utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and as a flawed human being who ca n't quite live up to it ."
1899,"The film , while not exactly assured in its execution , is notable for its sheer audacity and openness ."
1900,"A thoroughly enjoyable , heartfelt coming-of-age comedy ."
1901,Leigh makes these lives count .
1902,And he allows a gawky actor like Spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range .
1903,"A lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers ."
1904,Promises is one film that 's truly deserving of its Oscar nomination .
1905,What bubbles up out of John C. Walsh 's Pipe Dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch .
1906,"Beautiful , angry and sad , with a curious sick poetry , as if the Marquis de Sade had gone in for pastel landscapes ."
1907,Ms. Hutchins is talented enough and charismatic enough to make us care about Zelda 's ultimate fate .
1908,Monte Cristo smartly emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds .
1909,A mesmerizing cinematic poem from the first frame to the last .
1910,( It 's ) a clever thriller with enough unexpected twists to keep our interest .
1911,"An undeniably moving film to experience , and ultimately that 's what makes it worth a recommendation ."
1912,"Nicole Kidman evolved from star to superstar some time over the past year , which means that Birthday Girl is the kind of quirkily appealing minor movie she might not make for a while ."
1913,The story has some nice twists but the ending and some of the back-story is a little tired .
1914,Manages to please its intended audience -- children -- without placing their parents in a coma-like state .
1915,"A strong first act and absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing Spider-Man ."
1916,"Driven by a fantastic dual performance from Ian Holm ... the film is funny , insightfully human and a delightful lark for history buffs ."
1917,A well-put-together piece of urban satire .
1918,It 's the sweet Cinderella story that `` Pretty Woman '' wanted to be .
1919,It will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster .
1920,What does n't this film have that an impressionable kid could n't stand to hear ?
1921,"What saves it ... and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist Alice ."
1922,A deeply felt and vividly detailed story about newcomers in a strange new world .
1923,"It 's a visual delight and a decent popcorn adventure , as long as you do n't try to look too deep into the story"
1924,It 's a feel-good movie about which you can actually feel good .
1925,"A full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence ."
1926,"The Powerpuff Girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact ."
1927,"A new film from Bill Plympton , the animation master , is always welcome ."
1928,A devastating indictment of unbridled greed and materalism .
1929,"What makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music ."
1930,"The film has a kind of hard , cold effect ."
1931,The gags are often a stitch .
1932,"The asylum material is gripping , as are the scenes of Jia with his family ."
1933,One ca n't deny its seriousness and quality .
1934,"Good performances and a realistic , non-exploitive approach make Paid in Full worth seeing ."
1935,"Ryan Gosling is , in a word , brilliant as the conflicted Daniel ."
1936,... somehow manages to escape the shackles of its own clichés to be the best espionage picture to come out in weeks .
1937,"Much of The Lady and the Duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes ."
1938,Takes a simple premise and carries it to unexpected heights .
1939,"With few respites , Marshall keeps the energy humming , and his edits , unlike those in Moulin Rouge , are crisp and purposeful without overdoing it ."
1940,"Its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work ."
1941,Provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views .
1942,"Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening ."
1943,"Comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride ."
1944,"A naturally funny film , Home Movie makes you crave Chris Smith 's next movie ."
1945,Pipe Dream does have its charms .
1946,"The leads are natural and lovely , the pace is serene , the humor wry and sprightly ."
1947,Those who want to be jolted out of their gourd should drop everything and run to Ichi .
1948,"... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games ."
1949,"Sheds light on a subject few are familiar with , and makes you care about music you may not have heard before ."
1950,"Despite the film 's bizarre developments , Hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity ."
1951,To get at the root psychology of this film would require many sessions on the couch of Dr. Freud .
1952,Great over-the-top moviemaking if you 're in a slap-happy mood .
1953,Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .
1954,The magic ( and original running time ) of ace Japanimator Hayao Miyazaki 's Spirited Away survives intact in BV 's re-voiced version .
1955,"From the dull , surreal ache of mortal awareness emerges a radiant character portrait ."
1956,Captures the raw comic energy of one of our most flamboyant female comics .
1957,The auteur 's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug .
1958,Bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness .
1959,"This enthralling documentary ... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends ."
1960,Some remarkable achival film about how Shanghai ( of all places ) served Jews who escaped the Holocaust .
1961,"In a movie full of surprises , the biggest is that Secret Ballot is a comedy , both gentle and biting ."
1962,"The urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative ."
1963,A manically generous Christmas vaudeville .
1964,A psychic journey deep into the very fabric of Iranian ... life .
1965,"It 's a smartly directed , grown-up film of ideas ."
1966,"Unlike lots of Hollywood fluff , this has layered , well-developed characters and some surprises ."
1967,"For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped ."
1968,"For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped ."
1969,"Vera has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores ."
1970,A French film with a more down-home flavor .
1971,"While Bollywood\/Hollywood will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals , it also has plenty for those ( like me ) who are n't ."
1972,"Fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees ."
1973,"As Janice , Eileen Walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm ."
1974,"Sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be ."
1975,"The Chateau belongs to Rudd , whose portrait of a therapy-dependent flakeball spouting French malapropisms ... is a nonstop hoot ."
1976,"The cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing ."
1977,It trusts the story it sets out to tell .
1978,I could n't recommend this film more .
1979,"As a good old-fashioned adventure for kids , Spirit : Stallion of the Cimarron is a winner ."
1980,An effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence .
1981,Succeeds as a well-made evocation of a subculture .
1982,... an interesting slice of history .
1983,"Me no lika da accents so good , but I thoroughly enjoyed the love story ."
1984,Scott Baio is turning in some delightful work on indie projects .
1985,It 's an experience in understanding a unique culture that is presented with universal appeal .
1986,What 's surprising is how well it holds up in an era in which computer-generated images are the norm .
1987,"Brings together some of the biggest names in Japanese anime , with impressive results ."
1988,"Wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of Star Wars"
1989,A flick about our infantilized culture that is n't entirely infantile .
1990,"An exceptionally acted , quietly affecting cop drama ."
1991,"Sensual , funny and , in the end , very touching ."
1992,"Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale ."
1993,"Who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by Godfrey Reggio , with music by Philip Glass ?"
1994,( A ) smarter and much funnier version of the old Police Academy flicks .
1995,"Proof once again that if the filmmakers just follow the books , they ca n't go wrong ."
1996,"Better effects , better acting and a hilarious Kenneth Branagh ."
1997,An excellent sequel .
1998,Both a grand tour through 300 hundred years of Russian cultural identity and a stunning technical achievement .
1999,A surprisingly funny movie .
2000,"This new movie version of the Alexandre Dumas classic is the stuff of high romance , brought off with considerable wit ."
2001,"Like all of Egoyan 's work , Ararat is fiercely intelligent and uncommonly ambitious ."
2002,"If a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off , this will be an enjoyable choice for younger kids ."
2003,... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .
2004,"( Clooney 's ) debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh ."
2005,"Although made on a shoestring and unevenly acted , conjures a Lynch-like vision of the rotting underbelly of Middle America ."
2006,"A timely look back at civil disobedience , anti-war movements and the power of strong voices ."
2007,Rifkin 's references are ... impeccable throughout .
2008,I 'd be lying if I said my ribcage did n't ache by the end of Kung Pow .
2009,"More than their unique residences , Home Movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it ."
2010,The movie is ingenious fun .
2011,See it .
2012,The script is smart and dark - hallelujah for small favors .
2013,"An intelligent , multi-layered and profoundly humanist ( not to mention gently political ) meditation on the values of knowledge , education , and the affects of cultural and geographical displacement ."
2014,"Mr. Polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival ."
2015,"Spectacular in every sense of the word , even if you don ' t know an Orc from a Uruk-Hai ."
2016,"This is n't exactly profound cinema , but it 's good-natured and sometimes quite funny ."
2017,"This is a finely written , superbly acted offbeat thriller ."
2018,Tres Greek writer and star Nia Vardalos has crafted here a worldly-wise and very funny script .
2019,A tasty appetizer that leaves you wanting more .
2020,It gives devastating testimony to both people 's capacity for evil and their heroic capacity for good .
2021,"The film reminds me of a vastly improved Germanic version of My Big Fat Greek Wedding -- with better characters , some genuine quirkiness and at least a measure of style ."
2022,The difference is that I truly enjoyed most of Mostly Martha while I ne
2023,Morton deserves an Oscar nomination .
2024,"A colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded ."
2025,The screenplay never lets us forget that Bourne was once an amoral assassin just like the ones who are pursuing him ... There is never really a true `` us '' versus `` them '' .
2026,The history is fascinating ; the action is dazzling .
2027,They just do n't work in concert .
2028,"For those in search of something different , Wendigo is a genuinely bone-chilling tale ."
2029,A lovely film for the holiday season .
2030,A hypnotic cyber hymn and a cruel story of youth culture .
2031,It 's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .
